
04/29/2016 23:00, 43.0, 0.01, 94, 41, 1.2, 63, 0, 60, 
04/29/2016 22:00, 44.0, 0.02, 93, 42, 4.9, 0, 0, 60, 
04/29/2016 21:00, 45.0, 0.01, 85, 41, 0.0, 115, 0, 60, 
04/29/2016 20:00, 45.0, 0.00, 77, 38, 1.7, 139, 11, 0, 
04/29/2016 19:00, 45.0, 0.00, 76, 38, 0.8, 134, 31, 0, 
04/29/2016 18:00, 47.0, 0.01, 61, 34, 4.9, 209, 86, 60, 
04/29/2016 17:00, 50.0, 0.00, 46, 30, 3.5, 157, 88, 0, 
04/29/2016 16:00, 51.0, 0.00, 52, 34, 2.6, 170, 146, 0, 
04/29/2016 15:00, 51.0, 0.00, 50, 33, 7.7, 160, 235, 0, 
04/29/2016 14:00, 54.0, 0.00, 40, 30, 8.3, 162, 445, 0, 
04/29/2016 13:00, 55.0, 0.00, 28, 23, 6.8, 118, 431, 0, 
04/29/2016 12:00, 56.0, 0.00, 26, 22, 5.5, 125, 432, 0, 
04/29/2016 11:00, 54.0, 0.00, 38, 29, 2.2, 113, 666, 0, 
04/29/2016 10:00, 54.0, 0.00, 33, 26, 11.3, 127, 493, 0, 
04/29/2016 09:00, 52.0, 0.00, 47, 32, 4.4, 34, 227, 0, 
04/29/2016 08:00, 49.0, 0.00, 67, 39, 2.8, 67, 72, 0, 
04/29/2016 07:00, 46.0, 0.00, 87, 42, 0.6, 95, 15, 0, 
04/29/2016 06:00, 45.0, 0.00, 88, 42, 0.0, 77, 0, 0, 
04/29/2016 05:00, 44.0, 0.00, 87, 40, 0.4, 24, 0, 0, 
04/29/2016 04:00, 44.0, 0.00, 85, 40, 0.0, 103, 0, 0, 
04/29/2016 03:00, 44.0, 0.00, 85, 40, 1.1, 30, 0, 0, 
04/29/2016 02:00, 44.0, 0.00, 86, 40, 0.0, 53, 0, 0, 
04/29/2016 01:00, 44.0, 0.00, 84, 39, 0.0, 53, 0, 0, 
04/29/2016 00:00, 44.0, 0.00, 82, 39, 1.0, 35, 0, 0, 
04/27/2016 23:00, 46.0, 0.00, 92, 44, 1.7, 309, 0, 60, 
04/27/2016 22:00, 48.0, 0.00, 83, 43, 0.8, 164, 0, 0, 
04/27/2016 21:00, 52.0, 0.00, 74, 44, 2.2, 218, 0, 0, 
04/27/2016 20:00, 54.0, 0.00, 69, 44, 3.2, 227, 29, 0, 
04/27/2016 19:00, 58.0, 0.00, 59, 44, 3.6, 238, 186, 0, 
04/27/2016 18:00, 61.0, 0.00, 51, 43, 7.7, 269, 382, 0, 
04/27/2016 17:00, 62.0, 0.00, 53, 45, 3.2, 259, 576, 0, 
04/27/2016 16:00, 60.0, 0.00, 51, 42, 6.0, 278, 744, 0, 
04/27/2016 15:00, 58.0, 0.00, 53, 41, 9.2, 241, 708, 0, 
04/27/2016 14:00, 57.0, 0.00, 60, 43, 3.1, 333, 738, 0, 
04/27/2016 13:00, 54.0, 0.00, 61, 41, 4.9, 2, 492, 0, 
04/27/2016 12:00, 53.0, 0.00, 66, 42, 2.8, 8, 362, 0, 
04/27/2016 11:00, 49.0, 0.00, 71, 40, 3.4, 34, 182, 0, 
04/27/2016 10:00, 49.0, 0.00, 69, 39, 5.5, 56, 185, 0, 
04/27/2016 09:00, 49.0, 0.00, 73, 41, 6.2, 111, 155, 0, 
04/27/2016 08:00, 47.0, 0.00, 76, 40, 3.6, 59, 70, 0, 
04/27/2016 07:00, 46.0, 0.00, 78, 40, 2.0, 67, 15, 0, 
04/27/2016 06:00, 45.0, 0.00, 81, 40, 3.8, 41, 0, 0, 
04/27/2016 05:00, 46.0, 0.00, 81, 41, 2.6, 54, 0, 0, 
04/27/2016 04:00, 46.0, 0.00, 85, 42, 2.2, 124, 0, 0, 
04/27/2016 03:00, 46.0, 0.00, 85, 42, 2.0, 119, 0, 0, 
04/27/2016 02:00, 46.0, 0.00, 88, 43, 4.5, 67, 0, 0, 
04/27/2016 01:00, 46.0, 0.00, 95, 45, 1.4, 98, 0, 60, 
04/27/2016 00:00, 47.0, 0.00, 96, 46, 3.9, 62, 0, 60, 
04/25/2016 23:00, 51.0, 0.00, 85, 47, 0.0, 49, 0, 0, 
04/25/2016 22:00, 53.0, 0.00, 79, 47, 0.0, 6, 0, 0, 
04/25/2016 21:00, 55.0, 0.00, 74, 47, 0.0, 6, 0, 0, 
04/25/2016 20:00, 60.0, 0.00, 57, 45, 1.7, 120, 23, 0, 
04/25/2016 19:00, 65.0, 0.00, 48, 45, 5.6, 141, 121, 0, 
04/25/2016 18:00, 70.0, 0.00, 39, 44, 4.4, 181, 303, 0, 
04/25/2016 17:00, 71.0, 0.00, 37, 43, 3.9, 139, 534, 0, 
04/25/2016 16:00, 73.0, 0.00, 25, 35, 1.2, 18, 593, 0, 
04/25/2016 15:00, 72.0, 0.00, 29, 38, 5.5, 231, 624, 0, 
04/25/2016 14:00, 70.0, 0.00, 29, 36, 4.6, 309, 334, 0, 
04/25/2016 13:00, 68.0, 0.00, 32, 37, 3.3, 202, 634, 0, 
04/25/2016 12:00, 68.0, 0.00, 31, 36, 2.8, 266, 820, 0, 
04/25/2016 11:00, 65.0, 0.00, 33, 35, 4.6, 62, 727, 0, 
04/25/2016 10:00, 62.0, 0.00, 40, 37, 1.9, 339, 609, 0, 
04/25/2016 09:00, 56.0, 0.00, 45, 35, 1.9, 67, 297, 0, 
04/25/2016 08:00, 53.0, 0.00, 65, 42, 0.0, 120, 126, 0, 
04/25/2016 07:00, 46.0, 0.00, 87, 42, 0.0, 325, 13, 0, 
04/25/2016 06:00, 45.0, 0.00, 85, 41, 0.0, 293, 0, 0, 
04/25/2016 05:00, 45.0, 0.00, 83, 40, 0.6, 315, 0, 0, 
04/25/2016 04:00, 45.0, 0.00, 85, 41, 2.1, 349, 0, 0, 
04/25/2016 03:00, 44.0, 0.00, 84, 39, 0.0, 261, 0, 0, 
04/25/2016 02:00, 43.0, 0.00, 82, 38, 0.8, 343, 0, 0, 
04/25/2016 01:00, 42.0, 0.00, 82, 37, 1.1, 95, 0, 0, 
04/25/2016 00:00, 44.0, 0.00, 78, 38, 0.4, 5, 0, 0, 
04/23/2016 23:00, 54.0, 0.00, 31, 24, 4.7, 20, 0, 0, 
04/23/2016 22:00, 55.0, 0.00, 36, 29, 0.9, 5, 0, 0, 
04/23/2016 21:00, 56.0, 0.00, 35, 29, 3.0, 336, 0, 0, 
04/23/2016 20:00, 58.0, 0.00, 35, 31, 4.0, 333, 31, 0, 
04/23/2016 19:00, 62.0, 0.00, 32, 32, 4.3, 339, 199, 0, 
04/23/2016 18:00, 65.0, 0.00, 31, 34, 9.0, 342, 404, 0, 
04/23/2016 17:00, 67.0, 0.00, 30, 35, 6.6, 0, 606, 0, 
04/23/2016 16:00, 69.0, 0.00, 31, 37, 13.2, 347, 770, 0, 
04/23/2016 15:00, 69.0, 0.00, 35, 40, 4.3, 310, 872, 0, 
04/23/2016 14:00, 71.0, 0.00, 41, 46, 3.9, 348, 961, 0, 
04/23/2016 13:00, 65.0, 0.00, 57, 49, 6.0, 314, 770, 0, 
04/23/2016 12:00, 62.0, 0.00, 65, 50, 4.7, 54, 217, 0, 
04/23/2016 11:00, 63.0, 0.00, 63, 50, 8.1, 27, 229, 0, 
04/23/2016 10:00, 62.0, 0.00, 74, 54, 3.7, 3, 175, 0, 
04/23/2016 09:00, 59.0, 0.00, 90, 56, 3.4, 347, 46, 60, 
04/23/2016 08:00, 59.0, 0.00, 93, 57, 2.3, 7, 19, 60, 
04/23/2016 07:00, 58.0, 0.00, 96, 57, 2.8, 18, 9, 60, 
04/23/2016 06:00, 58.0, 0.00, 98, 57, 1.3, 50, 0, 60, 
04/23/2016 05:00, 59.0, 0.00, 98, 58, 1.3, 5, 0, 60, 
04/23/2016 04:00, 60.0, 0.08, 97, 59, 0.9, 161, 0, 60, 
04/23/2016 03:00, 61.0, 0.12, 95, 60, 0.0, 289, 0, 60, 
04/23/2016 02:00, 62.0, 0.01, 86, 58, 3.4, 265, 0, 60, 
04/23/2016 01:00, 64.0, 0.00, 75, 56, 1.6, 246, 0, 0, 
04/23/2016 00:00, 67.0, 0.00, 61, 53, 3.9, 253, 0, 0, 
04/21/2016 23:00, 62.0, 0.00, 55, 46, 1.6, 224, 0, 0, 
04/21/2016 22:00, 65.0, 0.00, 47, 44, 2.8, 234, 0, 0, 
04/21/2016 21:00, 67.0, 0.00, 47, 46, 4.6, 261, 0, 0, 
04/21/2016 20:00, 67.0, 0.00, 47, 46, 2.4, 272, 12, 0, 
04/21/2016 19:00, 69.0, 0.00, 46, 47, 3.5, 293, 78, 0, 
04/21/2016 18:00, 70.0, 0.00, 43, 46, 5.3, 241, 298, 0, 
04/21/2016 17:00, 72.0, 0.00, 34, 42, 7.8, 277, 506, 0, 
04/21/2016 16:00, 71.0, 0.00, 33, 40, 6.9, 236, 605, 0, 
04/21/2016 15:00, 72.0, 30, 39, 11.2, 214, 0, 
04/21/2016 14:00, 71.0, 0.00, 23, 31, 4.6, 219, 917, 0, 
04/21/2016 13:00, 69.0, 0.00, 17, 22, 12.8, 172, 922, 0, 
04/21/2016 12:00, 66.0, 0.00, 26, 30, 6.2, 230, 883, 0, 
04/21/2016 11:00, 62.0, 0.00, 28, 29, 3.0, 231, 762, 0, 
04/21/2016 10:00, 58.0, 0.00, 40, 34, 2.6, 248, 605, 0, 
04/21/2016 09:00, 55.0, 0.00, 46, 35, 8.1, 271, 424, 0, 
04/21/2016 08:00, 50.0, 0.00, 60, 37, 2.8, 267, 227, 0, 
04/21/2016 07:00, 36.0, 0.00, 89, 33, 0.0, 315, 35, 0, 
04/21/2016 06:00, 34.0, 0.00, 89, 31, 0.3, 312, 0, 0, 
04/21/2016 05:00, 35.0, 0.00, 87, 32, 0.8, 316, 0, 0, 
04/21/2016 04:00, 36.0, 0.00, 80, 30, 0.0, 305, 0, 0, 
04/21/2016 03:00, 38.0, 0.00, 80, 32, 0.6, 314, 0, 0, 
04/21/2016 02:00, 39.0, 0.00, 75, 32, 1.0, 315, 0, 0, 
04/21/2016 01:00, 42.0, 0.00, 73, 34, 0.0, 304, 0, 0, 
04/21/2016 00:00, 45.0, 0.00, 64, 34, 0.0, 200, 0, 0, 
04/19/2016 23:00, 55.0, 0.00, 27, 22, 2.8, 329, 0, 0, 
04/19/2016 22:00, 58.0, 0.00, 22, 19, 8.3, 345, 0, 0, 
04/19/2016 21:00, 60.0, 0.00, 20, 19, 6.0, 304, 0, 0, 
04/19/2016 20:00, 62.0, 0.00, 17, 17, 9.0, 325, 28, 0, 
04/19/2016 19:00, 65.0, 0.00, 16, 18, 13.0, 349, 177, 0, 
04/19/2016 18:00, 66.0, 0.00, 21, 25, 7.0, 326, 315, 0, 
04/19/2016 17:00, 69.0, 0.00, 17, 22, 8.7, 22, 595, 0, 
04/19/2016 16:00, 69.0, 0.00, 21, 27, 10.5, 337, 753, 0, 
04/19/2016 15:00, 70.0, 0.00, 24, 32, 4.0, 351, 832, 0, 
04/19/2016 14:00, 69.0, 0.00, 24, 31, 6.5, 29, 867, 0, 
04/19/2016 13:00, 69.0, 0.00, 32, 38, 3.7, 0, 864, 0, 
